level_0,index,ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
15464,15464,0061020540,year best sf five,hartwell,2000,eo
15465,15465,0553212087,howard end,e forster,1985,bantam
15466,15466,0553572733,storm star war black fleet crisi book one,k p,1998,bantam
15467,15467,0671894234,feder star trek,j stevens,1995,star
15468,15468,0446354872,batman novel,c shaw,1989,warner
15469,15469,0440475198,runaway ralph,b cleary,1987,yearling
15470,15470,0451178424,tommyknock,k stephen,1993,penguin
15471,15471,0451150325,shine,k stephen,1981,signet
15472,15472,0525943013,burglar librari,b lawrence,1997,penguin
15473,15473,0380800802,streetcar name expir bed breakfast mysteri paperback,mary,2001,avon
15474,15474,189205101X,guin world record two thousand one,f tim,2000,stocked
15475,15475,0345349369,dragon pedest xanth novel paperback,piers,1990,del
15476,15476,0380709945,ticket boneyard matthew scudder crime novel,b lawrence,1991,avon
15477,15477,0446524077,spyder web,g tom,1999,warner
15478,15478,0843104287,murphi law reason thing go wrong,bloch,1977,adult
15479,15479,0446607053,day wrath,b larry,1999,warner
15480,15480,000648302X,,thomas,1999,harpercollin
15481,15481,0064473554,hexwood,wynne,2002,harpertrophy
15482,15482,031210491X,live dicken,b tom,1994,martin
15483,15483,0446525871,ice limit,preston,2000,warner
15484,15484,0060952520,simpson complet guid favorit famili,g matt,1997,perennial
15485,15485,0312975376,larg target josephin fuller mysteri josephin fuller mysteri,l murray,2001,martin
15486,15486,0671673645,love music love danc,c mary,1991,simon
15487,15487,0689855443,mate date inflat bra mate date,c hopkins,2003,simon
15488,15488,0671511432,late night david letterman book top ten list,letterman,1994,pocket
15489,15489,0553276182,side effect,palmer,1991,bantam
15490,15490,0446363073,midnight graffiti,h van,1992,warner
15491,15491,0451128389,christin,k stephen,1983,penguin
15492,15492,0061032034,one road,b ray,2002,avon
15493,15493,0441552765,myth ing person,robert,1991,ace
15494,15494,067157812X,fall free nebula award stori,b mcmaster,1999,baen
15495,15495,0451458265,wander fire fionavar tapestri book two,g kay,2001,roc
15496,15496,0446400807,southern discomfort deborah knott mysteri paperback,maron,1994,warner
15497,15497,0553561189,mistress empir,e raymond,1993,bantam
15498,15498,0345314220,saga pliocen four adversari,j may,1985,del
15499,15499,0553577387,aftermath,c sheffield,1999,spectra
15500,15500,0609610988,valley hor novel auel jean earth child,jean,2001,publisher
15501,15501,0312854277,fire heaven book five wheel time wheel time,j robert,1993,tor
15502,15502,0061020559,year best sf six year best sf scienc fiction,hartwell,2001,eo
15503,15503,0061059013,year best sf three,hartwell,1998,eo
15504,15504,0451180763,burglar paint like mondrian berni rhodenbarr mysteri,b lawrence,1999,signet
15505,15505,044173118X,robot adept apprent adept paperback,piers,1989,ace
15506,15506,968150108X,twenti poema de amor una cancion deseperada twenti poem desper song,n pablo,1998,publisher
15507,15507,0345419677,scatter bodi go riverworld saga book one,f philip,1998,del
15508,15508,0345423879,candi,luke,1998,ballantine
15509,15509,0141181737,death venic tale,thomas,1999,penguin
15510,15510,0441338518,hit myth,robert,1997,ace
15511,15511,0345336615,tomb tale,h phillips,1981,del
15512,15512,080501084X,h homicid kinsey millhon mysteri,g sue,1991,company
15513,15513,2253004219,there desqueyroux,f mauriac,1981,distribook
15514,15514,0684864401,eat cheshir cat novel,e helen,2000,scribner
15515,15515,8420636940,el extranjero,camus,1971,distribook
15516,15516,0679435824,poetri cat definit antholog distinguish felin ver,b henry,1994,villard
15517,15517,0141001860,bridesmaid revisit elli haskel mysteri,c dorothy,2001,penguin
15518,15518,0380802457,still night grace favor mysteri,c jill,2000,avon
15519,15519,0553272225,someth wick,c hart,1988,bantam
15520,15520,0300089023,taliban milit islam oil fundament central asia,rashid,2001,yale
15521,15521,0380782391,larceni old lace den antiqu,tamar,1996,avon
15522,15522,0061043966,cook night angi amalfi mysteri,j pence,1998,harpertorch
15523,15523,0684864878,steppin rainbow kinki friedman novel hardcov,f kinky,2001,simon
15524,15524,0671738267,malic domest one malic domest paperback,g martin,1992,pocket
15525,15525,0916441237,step leather edit,c sheldon,1985,barbour
15526,15526,0671736841,fall dark fall dark,c pike,1991,simon
15527,15527,055358135X,war rat novel,robbins,2000,bantam
15528,15528,0440802458,egypt game,k zilpha,1991,bantam
15529,15529,0312969414,fortun war,c stephen,1999,martin
15530,15530,0743403428,enemi within,k tanenbaum,2001,atria
15531,15531,0140274286,brighton rock essenti penguin,g greene,1998,penguin
15532,15532,0440205085,night moonbow,tryon,1990,company
15533,15533,0140112049,stone,f timothy,1989,penguin
15534,15534,0618084746,heart lone hunter,c mccullers,2000,mariner
15535,15535,006017773X,fallen man,h tony,1996,harpercollin
15536,15536,0671737554,yank wife,l miller,1993,pocket
15537,15537,0671774654,wild one,metz,1999,simon
15538,15538,0763608106,robert crowther amaz pop hou invent hundr fabul fact live,c robert,2000,candlewick
15539,15539,0743203984,flu stori great influenza pandem,g kolata,2001,touchstone
15540,15540,0765342510,santaroga barrier,f herbert,2002,tor
15541,15541,0425138984,vanish rose,b michaels,1996,berkley
15542,15542,0440183669,strong medicin,hailey,1986,dell
15543,15543,0698115554,princess smartyp,b cole,1997,paperstar
15544,15544,0553213660,stori girl classic,l montgomery,1988,bantam
15545,15545,0425102432,ladi club,h santmyer,1987,berkley
15546,15546,0451117611,origin,stone,1982,signet
15547,15547,0590475967,valentin cat read paperback,j marzollo,1996,scholastic
15548,15548,0670036056,restless ghost stori,r wallace,2003,viking
15549,15549,0671795740,grip hand,l niven,1994,pocket
15550,15550,0671722077,cast corbi bardic choic,l mercedes,1994,baen
15551,15551,0307128423,disney one hundr one dalmatian golden look look book,z,1996,random
15552,15552,0307100146,walt disney one hundr one dalmatian pongo rescu golden super shape book,j korman,1994,random
15553,15553,0553274465,southern discomfort,b rita,1983,bantam
15554,15554,1556524412,egyptian novel,waltari,2002,chicago
15555,15555,9129622425,alic stori alic liddel alic wonderland,b cristina,1993,
15556,15556,0821773682,kentucki heat,f michaels,2002,zebra
15557,15557,0440222788,juri doubl,e stewart,1997,company
15558,15558,0517559501,origin hitchhik radio script,douglas,1985,harmony
15559,15559,0345310497,magic journey,j nichols,1983,ballantine
15560,15560,0375753206,age innoc modern librari classic,e wharton,1999,library
15561,15561,0679735259,dispatch,h michael,1991,vintage
15562,15562,0425071014,auerbach,b stephen,1984,penguin
15563,15563,0880383828,kender gulli dwarf gnome dragonl tale vol two,weis,1987,wizard
15564,15564,0671640496,stranger sky star trek,b wander,1987,star
15565,15565,0671704591,hollywood wife,c jackie,1987,pocket
15566,15566,1551665824,waterf,c neggers,2000,mira
15567,15567,0743442520,six easi piec easi rawlin stori,walter,2003,atria
15568,15568,0671529439,attack aqua ape ghost fear street three attack aqua ape ghost fear street,l stine,1995,aladdin
15569,15569,1575669056,visitor book,c upcher,2002,corporation
15570,15570,0156252805,delta wed novel harvest hbj book,e welty,1979,harcourt
15571,15571,0671020366,martyr star trek new frontier five,peter,1998,star
15572,15572,0671020374,fire high star trek new frontier six,peter,1998,star
15573,15573,0684846098,noth like world men built transcontin railroad one thousand eight hundr sixti three one thousand eight hundr sixti nine,stephen,2000,simon
15574,15574,0671563122,mosaic star trek voyag,j taylor,1997,star
15575,15575,0394800893,sneetch stori,seuss,1961,random
15576,15576,0786014547,dead room,e robert,2002,pinnacle
15577,15577,0812544595,two georg novel altern america two georg,richard,1997,associate
15578,15578,0374521727,slouch toward bethlehem,joan,1990,farrar
15579,15579,0156006219,magician assist,patchett,1998,harvest
15580,15580,0060953713,blue angel novel,f prose,2001,perennial
15581,15581,0671748084,reunion star trek next gener,f michael,1991,star
15582,15582,0394580702,devic desir,j p,1990,random
15583,15583,078686303X,last dinner titan menu recip great liner,rick,1997,hyperion
15584,15584,0380785188,septemb mourn bed breakfast mysteri bed breakfast mysteri paperback,mary,1997,avon
15585,15585,0590400258,magic school bu insid ralphi book germ,c joanna,1995,scholastic
15586,15586,0060392991,nice day tale blood sweatsock,f mick,1999,reganbook
15587,15587,0688077080,prayer owen meani,john,1989,harpercollin
15588,15588,059087585X,rememb titan,hoh,1998,scholastic
15589,15589,0061059897,cat spit mad joe grey mysteri joe grey mysteri paperback,shirley,2001,avon
15590,15590,059044168X,yukon ho,b watterson,1989,scholastic
15591,15591,0786813180,board titan,tanaka,1998,hyperion
15592,15592,0446303038,fletch man,g mcdonald,1988,warner
15593,15593,0451450647,robot vision,isaac,2004,roc
15594,15594,8423918807,yerma,f lorca,1989,company
15595,15595,0836213092,rememb farley,j lynn,1996,andrew
15596,15596,8401491169,odessa spanish ed,f forsyth,1993,editore
15597,15597,8445071394,el silmarillion,j tolkien,2001,editorial
15598,15598,8420432113,momo spanish languag edit,e michael,1984,aguilar
15599,15599,0440503647,car talk,tom,1991,bantam
15600,15600,0811200124,labyrinth select stori write new direct paperbook one hundr eighti six,b luis,1964,new
15601,15601,0553587188,lucki ladi,h tami,2003,bantam
15602,15602,0553582402,thunder deep,b joe,2002,bantam
15603,15603,0312310064,plane insan flight attend tale sex rage queasi thirti zero foot,e hester,2003,martin
15604,15604,0449907597,dave barri travel guid ever need,b dave,1992,ballantine
15605,15605,2070363430,le cont du chat perch,marcel,1973,gallimard
15606,15606,8426449476,el diaro de bridget jone,f helen,1996,lumen
15607,15607,0140196013,alphabet versu goddess conflict word imag,l shlain,1999,penguin
15608,15608,0345368924,weyr pern,mccaffrey,1991,ballantine
15609,15609,0345340965,renegad pern dragonrid pern,mccaffrey,1989,ballantine
15610,15610,0812507398,peopl fire,g w,1991,martin
15611,15611,0812507371,peopl wolf,g w,1990,martin
15612,15612,0552998532,love four letter word,c calman,2003,black
15613,15613,0553062182,highli sensit person thrive world overwhelm,elaine,1997,broadway
15614,15614,0886775809,law becom jaran book four,e kate,1994,daw
15615,15615,0671023497,american star,c jackie,1998,pocket
15616,15616,189939835X,bodi mani cri water,b f,1996,tagman
15617,15617,0060577487,ladi whistledown strike back,j quinn,2004,avon
15618,15618,0505525836,tall dark hungri paranorm romanc,l sands,2004,love
15619,15619,0380762277,twenti one name babi revi updat,c wallace,1992,avon
15620,15620,0778320103,pictur dead,g heather,2004,mira
15621,15621,2253149101,la grammair est une chanson douc,e orsenna,2003,de
15622,15622,0505521784,rejar,joy,1997,loveswept
15623,15623,0440236908,beauti stranger rogu regent street,j london,2001,company
15624,15624,0060509465,thing men avon romanc,b elizabeth,2003,avon
15625,15625,0140433627,frankenstein modern prometheu penguin classic,wollstonecraft,1992,penguin
15626,15626,0553573993,grave talent,k r,1995,crimeline
15627,15627,0440241065,slightli tempt,b mary,2003,dell
15628,15628,0140274146,cold comfort farm essenti penguin,g stella,1999,penguin
15629,15629,1400077354,hou sand fog vintag contemporari paperback,iii,2003,vintage
15630,15630,0425190374,practic magic,hoffman,2003,berkley
15631,15631,0505523493,love potion time life,h sandra,1999,love
15632,15632,0821758039,gentl night,mckinney,1997,zebra
15633,15633,0312978448,love candellano famili trilog,c maureen,2003,martin
15634,15634,0312982631,deadli desir francesca cahil romanc,b joyce,2002,martin
15635,15635,0843945656,switch,l sands,1999,leisure
15636,15636,0066214769,child storm peter elizabeth,e peters,2003,william
15637,15637,1584855177,isabel take wing girl mani land,dalton,2002,company
15638,15638,0380977478,kiss bee,j jance,2000,william
15639,15639,0590684841,elizabeth red rose hou tudor england one thousand five hundr forti four royal diari,k lasky,1999,scholastic
15640,15640,0060508116,fool love,e james,2003,avon
15641,15641,0684865157,color stori behind scene america billion dollar beauti industri,g mary,2002,simon
15642,15642,0425166112,love lie bleed china bayl mysteri,wittig,1998,berkley
15643,15643,0425182010,mistleto man,wittig,2001,berkley
15644,15644,0345462270,gone far,b suzanne,2003,ballantine
15645,15645,0804119716,control,b suzanne,2002,ballantine
15646,15646,0743243978,mr darci daughter novel,elizabeth,2003,touchstone
15647,15647,0515120448,wild baron,c coulter,1997,jove
15648,15648,0449005895,china bride,j putney,2001,ballantine
15649,15649,0451408586,decept,c coulter,1998,topaz
15650,15650,0440241111,slightli scandal get connect romanc,b mary,2003,company
15651,15651,0345440420,magnolia creek,j marie,2003,ivy
15652,15652,0312977689,deadli pleasur,b joyce,2002,martin
15653,15653,0380820706,opposit attract avon romanc,h north,2003,avon
15654,15654,0449006840,hide seek,cherry,2001,ivy
15655,15655,034542820X,alma mater,b rita,2001,ballantine
15656,15656,8420611387,demian,h hesse,1994,alianza
15657,15657,1551669625,shock pink,e spindler,2002,mira
15658,15658,0671739727,highland velvet,jude,1991,pocket
15659,15659,0671739751,velvet song,jude,1991,pocket
15660,15660,0312987625,midnight pleasur,ashley,2003,martin
15661,15661,0394823249,berenstain b book bright earli book begin beginn,b stan,1997,random
15662,15662,0486282724,much ado noth dover thrift edit,william,1994,dover
15663,15663,0261102362,two tower ring uk,j tolkien,1998,harpercollin
15664,15664,0764221957,eve daughter,lynn,1999,publisher
15665,15665,0553261665,three galil,h marjorie,1986,bantam
15666,15666,0451401670,murder littl egypt,obrien,1990,library
15667,15667,1563246015,hessian,f howard,1997,sharpe
15668,15668,0451523202,alic adventur wonderland look glass signet classic paperback,c lewis,1995,signet
15669,15669,185326007X,woman love wordsworth classic,h lawrence,1997,company
15670,15670,0451160940,differ season,k stephen,1986,signet
15671,15671,1578565235,pea,traci,2002,waterbrook
15672,15672,0786889179,triggerman danc,j parker,1998,hyperion
15673,15673,0446514063,field gold,ripley,1994,warner
15674,15674,0451129504,godplay,c robin,1984,penguin
15675,15675,0373244800,mccafferti slade mccafferti silhouett special edit one thousand four hundr eighti,j lisa,2002,silhouette
15676,15676,1551668556,charm school,wiggs,2001,mira
15677,15677,0451409221,medusa stone philip mercer paperback,b jack,2000,onyx
15678,15678,0425186865,forest lord,k susan,2002,berkley
15679,15679,0821772872,lion glori zebra histor romanc,shannon,2003,zebra
15680,15680,0515127256,sin,f suzanne,2000,jove
15681,15681,0843940417,pure temptat,c mason,1996,leisure
15682,15682,0590409174,phantom tollbooth,j norton,1961,scholastic
15683,15683,3596128900,tod sil maria thirteen ã ãâ¼ble geschichten,k ulrich,1996,fischer
15684,15684,0373790961,look troubl invit seduct harlequin blaze nineti two,e leto,2003,harlequin
15685,15685,0843951702,one,c feehan,2003,leisure
15686,15686,080505104X,church dead girl novel,stephen,1998,company
15687,15687,0553574329,princ time,g mcreynolds,2001,bantam
15688,15688,0061084050,courtney cowboy,susan,1996,paperback
15689,15689,0380818213,princ bride,victoria,2001,avon
15690,15690,0843949325,dragon lord,c mason,2001,leisure
15691,15691,050552158X,sunlight moonlight paranorm romanc,ashley,1997,love
15692,15692,0373790260,bare fact blaze twenti two,karen,2002,harlequin
15693,15693,0525946500,charleston,j jakes,2002,dutton
15694,15694,042519065X,wing fire,b dale,2003,berkley
15695,15695,0743400712,soldier light,j lancie,2001,star
15696,15696,067187750X,fire rose,l mercedes,1996,baen
15697,15697,1560255021,dream war blood oil cheney bush junta,g vidal,2003,nation
15698,15698,0671690582,whisper death whisper death,c pike,1991,simon
15699,15699,0575058331,red azalea,min,1994,orion
15700,15700,0671026305,unnatur select buffi vampir slayer,odom,1999,simon
15701,15701,092927993X,ranma one two vol one,r takahashi,1995,communication
15702,15702,0375714499,manufactur consent polit economi mass medium,e herman,2002,pantheon
15703,15703,0802130836,citi night,j rechy,1988,grove
15704,15704,0802117163,sexual life catherin,c millet,2002,grove
15705,15705,0006385427,girlfriend coma,c douglas,1998,harpercollin
15706,15706,0671523686,murder orient express,christie,1984,pocket
15707,15707,8420633119,el aleph,b luis,1971,alianza
15708,15708,3442720036,die verborgen geschicht,c llewellyn,1996,goldmann
15709,15709,0091891965,dave gorman googlewhack adventur,gorman,2004,ebury
15710,15710,0446670324,rememb denni,c trillin,1994,warner
15711,15711,055309503X,emot intellig matter iq,goleman,1995,bantam
15712,15712,0140103066,go solo,roald,1988,penguin
15713,15713,156138058X,five minut mysteri thirti four new case murder mayhem solv,k weber,1991,publisher
15714,15714,096463161X,conceiv without sin,b macfarlane,1997,media
15715,15715,0452283973,impressionist,h kunzru,2003,plume
15716,15716,0064406970,danger angel weetzi bat book,b lia,1998,harpertrophy
15717,15717,0060911271,frida biographi frida kahlo,h herrera,1991,perennial
15718,15718,0553576348,hello heaven,b guggenheim,1999,bantam
15719,15719,3453866797,ring,k suzuki,2000,heyne
15720,15720,3612275127,die musik der wale,l wally,2,verlag
15721,15721,039914868X,short forev,woods,2002,putnam
15722,15722,0515127000,upon star,n roberts,1999,jove
15723,15723,0373218079,texan heart,palmer,2003,silhouette
15724,15724,0743436601,woman primro creek omnibu bridget christi skye megan,l miller,2002,pocket
15725,15725,0330255320,jame herriot vet spin,h james,1979,pan
15726,15726,0940322153,high wind jamaica new york review book classic,h richard,1999,new
15727,15727,0441007430,terrorist irustan,l marley,2000,ace
15728,15728,0440215110,florida strait novel,l shames,1993,dell
15729,15729,0312319754,jane austen boca novel,c paula,2003,martin
15730,15730,1571741038,conver god uncommon dialogu book three,walsch,1998,company
15731,15731,014200331X,stori luci gault,william,2003,penguin
15732,15732,0345449835,martyr cross novel ballantin reader circl,wilentz,2002,ballantine
15733,15733,8466300651,el evangelio segun jesucristo punto de lectura eight three,j saramago,2001,company
15734,15734,014044131X,tao te ching penguin classic,l tzu,1985,penguin
15735,15735,0684825546,zorba greek,k nikos,1996,touchstone
15736,15736,8466302328,la balsa de piedra,j saramago,2001,de
15737,15737,0156586509,memori cathol girlhood harvest hbj book,mccarthy,1972,harvest
15738,15738,0312925336,reason insan,h neal,1992,martin
15739,15739,0870449842,cross america,g society,1999,national
15740,15740,0345440064,death stranger,perry,2003,fawcett
15741,15741,0812566726,pillar solomon ben kamal daniel barnea novel paperback,j land,2000,forge
15742,15742,0758204787,know,theresa,2003,straple
15743,15743,031226867X,amnesia,e h,2000,martin
15744,15744,0812524969,beowulf child,b steven,1996,tor
15745,15745,0441007872,forev free,h joe,2000,ace
15746,15746,0849910994,god whisper name,l max,1994,
15747,15747,0399152288,r ricochet,g sue,2004,putnam
15748,15748,0452284775,piano teacher,l york,2004,plume
15749,15749,1401300057,fireh,halberstam,2002,hyperion
15750,15750,0945397186,two old woman alaska legend betray courag surviv,v wallis,1993,epicenter
15751,15751,1567184464,craft witch book shadow,morrison,2001,llewellyn
15752,15752,0875421261,cunningham encyclopedia crystal gem metal magic,c scott,1987,llewellyn
15753,15753,031218171X,saskiad,b hall,1997,picador
15754,15754,0553103741,illustr brief histori time updat expand edit,h william,1996,bantam
15755,15755,0395981328,obituari writer,p shreve,2000,mariner
15756,15756,0449906353,pentecost alley,perry,1996,fawcett
15757,15757,0452281547,art fiction guid writer reader,rand,2000,plume
15758,15758,0140133968,nice work king penguin,lodge,1990,penguin
15759,15759,0679601686,pride prejud modern librari,jane,1995,library
15760,15760,0156226006,cosmicom harbrac paperbound librari hpl sixti nine,c italo,1976,harvest
15761,15761,0061020842,hidden passion secret diari tabitha lenox,l tabitha,2002,harperentertainment
15762,15762,073820675X,flatterland like flatland,stewart,2002,perseu
15763,15763,0446676640,snow queen,j vinge,2001,aspect
15764,15764,185326122X,wind willow wordsworth collect,g k,1998,company
15765,15765,0670894915,cold flat junction,g martha,2001,viking
15766,15766,0451205081,gruel unusu punish pennsylvania dutch mysteri recip pennsylvania dutch mysteri recip hardcov,tamar,2002,hardcover
15767,15767,1582970734,two thousand two novel short stori writer market novel short stori writer market,bowling,2001,digest
15768,15768,0316769177,catcher rye,j salinger,2001,bay
15769,15769,0679728244,worri get far foot,c john,1990,vintage
15770,15770,0449209830,mr pollifax hong kong buddha,gilman,1988,fawcett
15771,15771,0812590201,cur blood catherin levendeur,n sharan,2000,forge
15772,15772,0060013125,night watch,p terry,2003,harpertorch
15773,15773,1565922840,learn perl two edit,l schwartz,1997,oreilly
15774,15774,0451524292,te durbervil,h thomas,1964,signet
15775,15775,0060929847,town play three act perenni classic,wilder,1998,perennial
15776,15776,8421741012,la perla,j steinbeck,1997,de
15777,15777,0515120111,viru,b buchanan,1997,jove
15778,15778,0142004227,uniform justic penguin mysteri paperback,leon,2004,penguin
15779,15779,0671035576,new yorker book literari cartoon,b mankoff,2000,atria
15780,15780,3257219458,die schã ãâ¶ne frau seidenman roman,szczypiorski,2000,verlag
15781,15781,340412846X,missfit kenn einen kenn da best frauenkabarett der nation,b ã,1998,lã
15782,15782,1853261025,stori wordsworth collect,k rudyard,1998,company
15783,15783,1565124219,candyfreak journey chocol underbelli america,steve,2004,hill
15784,15784,3499228033,sudpol denkt man ist e heiss,e heidenreich,2000,verlag
15785,15785,0140251367,box garden,c shields,1996,penguin
15786,15786,3499222507,wie ich ein schã ãâ¶nen morgen im april da one hundr ige mã ãâ¤dchen sah,h murakami,1998,rowohlt
15787,15787,1895836174,fruitbodi,woodbury,1996,river
15788,15788,2234054036,la grammair est une chanson douc,e orsenna,2001,stock
15789,15789,2877304892,je vou ã ãâ©cri,h inoue,2000,philippe
15790,15790,0060972009,moon tiger,l penelope,1989,perennial
15791,15791,0380808315,marri hast,c maxwell,1999,avon
15792,15792,0843946229,black knight,c mason,1999,leisure
15793,15793,186450062X,lone planet unpack,wheeler,1999,lonely
15794,15794,0394890485,father dragon three tale father dragon,g stiles,1987,random
15795,15795,0823401898,shrink treehorn,f parry,1971,holiday
15796,15796,0375726659,great mischief vintag intern paperback,macleod,2001,vintage
15797,15797,1573221716,rai fenc black man love stori,michael,2001,riverhead
15798,15798,0060294671,princess love princess diari vol three,c meg,2002,harpercollin
15799,15799,0451160452,night shift excur horror,k stephen,1991,library
15800,15800,0345450884,lake dead languag,c goodman,2002,ballantine
15801,15801,0451131185,road,j kerouac,1981,signet
15802,15802,0345434870,eleanor aquitain life ballantin reader circl,weir,2001,ballantine
15803,15803,0380815559,love find way avon romanc,b freethy,2002,avon
15804,15804,0060976624,thank smoke,b christopher,1995,perennial
15805,15805,0440205212,angel fall,mckinney,1991,company
15806,15806,0399135812,longshot,francis,1990,putnam
15807,15807,8423333140,el alquimista impaci,l silva,2001,editorial
15808,15808,0345453743,ultim hitchhik guid galaxi,douglas,2002,del
15809,15809,0446603406,grid,k philip,1997,warner
15810,15810,0140276238,undertak life studi dismal trade,l thomas,1998,penguin
15811,15811,0061060992,furi,j smith,1991,harpercollin
15812,15812,0684868849,road drive america great highway,l mcmurtry,2000,simon
15813,15813,8433968513,pari se acaba nunca narrativa hispanica,e vila,2003,editorial
15814,15814,8484502112,siddharta,h hesse,2002,debol
15815,15815,8433920979,la invencion de la soledad,paul,1994,anagrama
15816,15816,0330487612,bridget jone diari film tie,f helen,2001,pan
15817,15817,0590412795,littl men,may,1992,scholastic
15818,15818,2070364232,le petit nicola,g sempe,1989,distribook
15819,15819,0061098256,eddi bastard novel,k william,2000,perennial
15820,15820,8401474663,apocalipsi,k stephen,1999,editore
15821,15821,8440637128,american psycho spanish,b ellis,2000,edicione
15822,15822,0679889310,juni b jone beauti shop guy juni b jone eleven paper,b park,1998,random
15823,15823,0345457374,bonesett daughter ballantin reader circl,tan,2003,ballantine
15824,15824,0345394712,talto,rice,1995,ballantine
15825,15825,0044409494,hollywoodnt queer postcard book,j paget,1995,harpersanfrancisco
15826,15826,034537410X,explor world lucid dream,l stephen,1991,ballantine
15827,15827,0451199669,blair witch project dossier,stern,1999,onyx
15828,15828,1567183808,vampir occult truth,konstantinos,1996,llewellyn
15829,15829,0937295019,meet kirsten american girl american girl collect paper,j shaw,1986,company
15830,15830,0380816822,born wild avon light contemporari romanc,b patti,2001,avon
15831,15831,0747266409,bad boy jack,c josephine,2003,trafalgar
15832,15832,0449212408,hot money,francis,1991,fawcett
15833,15833,0743428617,midnight flight broken wing,v,2003,pocket
15834,15834,0553214047,portrait artist young man,j joyce,1992,bantam
15835,15835,0439425220,harri potter chamber secret postcard book,j rowling,2002,scholastic
15836,15836,0395453909,silent spring rachel carson,c rachel,1987,company
15837,15837,0451203925,leonard maltin two thousand two movi video guid,l maltin,2001,signet
15838,15838,0091842050,blue day book lesson cheer,b trevor,2000,random
15839,15839,1575668793,maggi need alibi maggi kelli mysteri,k michaels,2002,corporation
15840,15840,0380795981,killer wed madelin bean cater mysteri,f jerrilyn,2000,avon
15841,15841,0515122416,upon castl,n roberts,1998,jove
15842,15842,0671536613,gift love,j mcnaught,1996,pocket
15843,15843,0671798057,money grow tree parent guid rai financ respon child,g neale,1994,fireside
15844,15844,0736904336,gonna blow real help mom deal anger,julie,2001,publisher
15845,15845,0448095262,clue lean chimney nanci drew hardcov,c keene,1949,grosset
15846,15846,0448095254,ghost blackwood hall nanci drew mysteri stori twenti five,c keene,1967,grosset
15847,15847,0380803232,krondor assassin riftwar legaci book two,e raymond,2000,harpertorch
15848,15848,0425135772,fatal thaw,stabenow,1996,berkley
15849,15849,0452283221,perfect arrang novel,b suzanne,2002,plume
15850,15850,0312958706,slave girl st martin true crime librari,c wensley,1996,martin
15851,15851,0786868414,leadership,g w,2002,miramax
15852,15852,0375411089,skinni dip,c hiaasen,2004,knopf
15853,15853,0385336195,best reveng,white,2003,delacorte
15854,15854,078686818X,trade,b candace,2003,hyperion
15855,15855,0515124907,secret warrior men war two,b w,1999,jove
15856,15856,0515104175,counterattack corp book three,b w,1990,jove
15857,15857,0515087491,corp semper fi bk one corp paperback,b w,1988,jove
15858,15858,0440209862,vig,j lescroart,1992,company
15859,15859,0375802118,subtl knife dark materi book two,p pullman,1999,knopf
15860,15860,0843944498,hungri eye,b hoffman,1998,leisure
15861,15861,0679451463,dark debt,h karen,1996,random
15862,15862,0671024809,wither,g passarella,1999,atria
15863,15863,0684854848,blind eye medic establish let doctor get away murder,b stewart,1999,simon
15864,15864,0380698498,mafia princess,giancana,1985,paperback
15865,15865,0609810022,kiss make,g simmons,2002,river
15866,15866,0786014474,motion kill,g joel,2002,pinnacle
15867,15867,0684808323,casino,n pileggi,1995,simon
15868,15868,3426610361,erst die rach dann da vergnã ãâ¼gen,e heller,1999,droemersche
15869,15869,0312973691,agatha raisin witch wyckhadden agatha raisin mysteri,b c,2000,martin
15870,15870,3404139178,da lacheln der fortuna historisch roman,g rebecca,1997,lã
15871,15871,0446357170,chanc,c jackie,1991,warner
15872,15872,0517101351,michael crichton new collect three complet novel congo sphere eater dead,c michael,1994,wing
15873,15873,0671042491,springwat wed,l miller,2002,pocket
15874,15874,3442729785,melancholi der ankunft,j lahiri,2002,distribook
15875,15875,3596283671,seelenfeu,b wood,1989,verlag
15876,15876,0786851473,artemi fowl arctic incid book two artemi fowl mass market,c eoin,2004,miramax
15877,15877,3257232640,dornrã ãâ¶schenschlaf drei erzã ãâ¤hlungen von der nacht,b yoshimoto,2001,verlag
15878,15878,0743431022,hunger,whitley,2001,pocket
15879,15879,0679748644,short cut select stori vintag contemporari origin,c raymond,1993,vintage
15880,15880,3442444365,da hau der schwestern,c link,1999,goldmann
15881,15881,0515132039,guest shot,locke,2001,jove
15882,15882,3453171500,nackt,sedaris,2000,heyne
15883,15883,0525432922,world christoph robin,e milne,1958,children
15884,15884,0671014676,fire ship star trek voyag captain tabl book four,c diane,1998,star
15885,15885,0553568167,star war tale bounti hunter star war random hou paperback,kevin,1996,bantam
15886,15886,0553574892,jane man cloth second jane austin mysteri,b stephanie,1997,crimeline
15887,15887,0394873351,berenstain bear week grandma first time book,b stan,1986,random
15888,15888,0671043811,well meet,c mary,1999,audiowork
15889,15889,0425173739,death nile hercul poirot mysteri paperback,christie,2001,berkley
15890,15890,0060934794,papillon,c henri,2001,perennial
15891,15891,074342803X,eager plea,j parsons,2002,pocket
15892,15892,1565123107,souvenir daughter discov father war,l steinman,2001,hill
15893,15893,0749932058,ex appeal,b zoe,2001,piatku
15894,15894,8420646105,el perseguidor,c julio,1996,alianza
15895,15895,0399149309,shrink rap,b robert,2002,putnam
15896,15896,0451207025,better rest liam campbel mysteri liam campbel mysteri hardcov,stabenow,2002,library
15897,15897,059033123X,titan long night,hoh,1998,scholastic
